Codigo;Descricao
10505;Locação de veículos de cargas com operador
105051000;Locação de veículos rodoviários de carga com operador 
105052000;Locação de embarcações de carga com tripulação 
105053000;Locação de aeronaves de carga com tripulação
105060000;Afretamento de embarcações de carga por tempo
106;Serviços de apoio aos transportes
10601;Serviços de manuseio de cargas 
106011000;Serviços de manuseio de contêineres 
106019000;Serviços de manuseio de cargas não classificados em subposições anteriores 
10602;Serviços de armazenagem
106021000;Serviços de armazenagem frigorificada 
106022;Serviços de armazenagem de produtos perigosos 
106022100;Serviços de armazenagem de petróleo e seus derivados 
106022200;Serviços de armazenagem de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos 
106022300;Serviços de armazenagem de produtos químicos perigosos 
106022900;Serviços de armazenagem de produtos perigosos não classificados em subposições anteriores
106023;Serviços de armazenagem de granéis sólidos, líquidos ou liquefeitos e gasosos 
106023100;Serviços de armazenagem de granéis sólidos 
106023200;Serviços de armazenagem de granéis líquidos ou liquefeitos 
106023300;Serviços de armazenagem de granéis gasosos 
106029000;Serviços de armazenagem não classificados em subposições anteriores
106030000;Serviços de apoio ao transporte ferroviário 
10604;Serviços de apoio ao transporte rodoviário 
106041000;Serviços de estações rodoviárias 
106042;Serviços de operação de rodovias, pontes e túneis 
106042100;Serviços de operação de rodovias 
106042200;Serviços de operação de pontes e túneis 
106043000;Serviços de estacionamento 
106044000;Serviços de reboque para veículos particulares e comerciais 
106049000;Serviços de apoio ao transporte rodoviário não classificados em subposições anteriores
10605;Serviços de apoio ao transporte aquaviário
106051000;Serviços de operação de portos e canais, exceto manuseio de cargas 
106052000;Serviços de praticagem e de atracação
106053000;Serviços de salvamento de embarcações 
106054000;Serviços de navegação de apoio 
106059000;Serviços de apoio ao transporte aquaviário não classificados em subposições anteriores
10606;Serviços de apoio ao transporte aéreo e aeroespacial 
106061;Serviços de apoio ao transporte aéreo
106061100;Serviços de operação aeroportuária, exceto manuseio de cargas 
106061200;Serviços de controle de tráfego aéreo 
106061900;Serviços de apoio ao transporte aéreo não classificados em subposições anteriores
106062000;Serviços de apoio ao transporte aeroespacial
106070000;Serviços de agenciamento de transporte de cargas
10608;Serviços de apoio ao transporte multimodal de cargas 
106081000;Serviços de coleta e entrega de cargas no transporte multimodal
106082000;Serviços de unitização ou desunitização de cargas no transporte multimodal 
106083000;Serviços de movimentação de cargas no transporte multimodal 
106084000;Serviços de consolidação ou desconsolidação documental de cargas no transporte multimodal 
106089000;Serviços de apoio ao transporte multimodal de cargas não classificados em subposições anteriores
106090000;Serviços de apoio aos transportes não classificados em posições anteriores
107;Serviços postais; serviços de coleta, remessa ou entrega de documentos ou encomendas; serviços de remessas expressas
107010000;Serviços postais e de telegrama
107020000;Serviços de coleta, transporte, remessa ou entrega de documentos ou encomendas, exceto remessas expressas
107030000;Serviços de remessas expressas
108;Serviços de transmissão e distribuição de eletricidade; serviços de distribuição de gás e água;
10801;Serviços de transmissão e distribuição de eletricidade
108011000;Serviços de transmissão de eletricidade
108012000;Serviços de distribuição de eletricidade
10802;Serviços de distribuição de água
108021000;Serviços de distribuição de água por meio de tubulações, exceto vapor de água e água quente
108022000;Serviços de distribuição de vapor de água, água quente e ar condicionado por meio de tubulações
108023000;Serviços de distribuição de água, exceto por meio de tubulações
108030000;Serviços de distribuição de gás canalizado
109;Serviços financeiros e serviços relacionados
10901;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar
109011000;Serviços de banco central
109012;Serviços de depósito 
109012100;Serviços de depósito para pessoas jurídicas
109012200;Serviços de depósito para pessoas físicas
109012900;Serviços de depósito para outros depositantes
109013;Serviços de concessão de crédito 
109013100;Serviços de financiamentos imobiliários residenciais
109013200;Serviços de financiamentos imobiliários não residenciais
109013300;Serviços de empréstimos e financiamentos pessoais
109013400;Serviços de empréstimos e financiamentos comerciais 
109013500;Serviços de empréstimos e financiamentos industriais
109013600;Serviços de empréstimos e financiamentos agropecuários
109013900;Serviços de concessão de crédito não classificados em subposições anteriores
109014000;Serviços de cartão de crédito 
109015;Operações de arrendamento mercantil financeiro
1090151;Arrendamento mercantil financeiro de máquinas e equipamentos
10901511;Arrendamento mercantil financeiro de equipamentos de transporte
109015111;Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de passageiros 
109015112;Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de mercadorias 
109015113;Arrendamento mercantil financeiro de veículos e equipamentos ferroviários 
109015114;Arrendamento mercantil financeiro de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto 
109015115;Arrendamento mercantil financeiro de navios e outras embarcações
109015116;Arrendamento mercantil financeiro de aeronaves
109015117;Arrendamento mercantil financeiro de contêineres 
10901512;Arrendamento mercantil financeiro de outras máquinas e equipamentos 
109015121;Arrendamento mercantil financeiro de máquinas e equipamentos agrícolas 
109015122;Arrendamento mercantil financeiro de máquinas e equipamentos de construção 
109015123;Arrendamento mercantil financeiro de máquinas e equipamentos para escritórios, exceto computadores 
109015124;Arrendamento mercantil financeiro de computadores
109015125;Arrendamento mercantil financeiro de equipamentos de telecomunicação 
109015129;Arrendamento mercantil financeiro de outras máquinas e equipamentos não classificado em subposições anteriores 
1090152;Arrendamento mercantil financeiro de outras mercadorias 
109015210;Arrendamento mercantil financeiro de televisões e outros eletroeletrônicos domésticos, bem como seus acessórios 
109015220;Arrendamento mercantil financeiro de mídias gravadas 
109015230;Arrendamento mercantil financeiro de móveis e eletrodomésticos
109015240;Arrendamento mercantil financeiro de equipamentos para diversão e lazer 
109015250;Arrendamento mercantil financeiro de artigos de cama, mesa e banho
109015290;Arrendamento mercantil financeiro de outras mercadorias não classificado em subposições anteriores
109019000;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores
10902;Serviços de banco de investimento
109021000;Serviços de valoração de ativos
109022000;Serviços de subscrição de valores mobiliários
109023000;Serviços de fusões e aquisições 
109024000;Serviços de capital de risco e finanças corporativas 
109029000;Serviços de banco de investimento não classificados em subposições anteriores
10903;Serviços de seguro e previdência complementar (excluídos os serviços de resseguro), exceto serviços de previdência social compulsória
109031;Serviços de seguro de vida e de previdência complementar, excluídos os serviços de resseguro 
109031100;Serviços de seguro de vida
109031200;Serviços de previdência complementar aberta
109031300;Serviços de previdência complementar fechada
109032;Serviços de seguro saúde e de acidentes
109032100;Serviços de seguro saúde
109032200;Serviços de seguro de acidentes
109033;Serviços de outros seguros, excluídos os serviços de resseguro
109033100;Serviços de seguro de veículos rodoviários
109033200;Serviços de seguro de veículos e equipamentos para transporte ferroviário, aquaviário e aéreo 
109033300;Serviços de seguro de cargas
109033400;Serviços de seguro de outras propriedades
109033500;Serviços de seguro por responsabilidade civil
109033600;Serviços de seguro de crédito e de caução
109033700;Serviços de seguro de viagem 
109033800;Serviços de seguro rural
109033900;Serviços de outros seguros, excluídos os serviços de resseguro não classificados em subposições anteriores
10904;Serviços de resseguro e retrocessão
109041000;Serviços de resseguro de vida 
109042;Serviços de resseguro saúde e de acidentes
109042100;Serviços de resseguro saúde
109042200;Serviços de resseguro de acidentes
109043;Serviços de outros resseguros 
109043100;Serviços de resseguro de veículos rodoviários 
109043200;Serviços de resseguro de veículos e equipamentos para transporte ferroviário, aquaviário e aéreo 
109043300;Serviços de resseguro de cargas
109043400;Serviços de resseguro de outras propriedades
109043500;Serviços de resseguro de responsabilidade civil
109043600;Serviços de resseguro de crédito e caução 
109043700;Serviços de resseguro rural
109043900;Serviços de outros resseguros não classificados em subposições anteriores
109044000;Serviços de retrocessão
10905;Serviços auxiliares aos serviços financeiros, exceto os relacionados a seguros e previdência complementar
109051;Serviços de corretagem de títulos, derivativos e commodities 
109051100;Serviços de corretagem de títulos
109051200;Serviços de corretagem de derivativos e commodities
109051300;Serviços de compensação de transações financeiras, inclusive com ativos financeiros (clearinghouse)
109052;Serviços de gestão e administração de carteiras de ativos, fundos e trust 
109052100;Serviços de gestão e administração de carteiras de ativos, exceto fundos de pensão 
109052200;Serviços de administração fundos de investimento e fundos de pensão
109052300;Serviços de gestão e administração de trust
109053000;Serviços de guarda e custódia 
109054000;Serviços relacionados à administração de mercados financeiros 
109055000;Serviços de consultoria financeira 
109056000;Serviços de câmbio 
109057000;Serviços de classificação de risco (rating)
109058000;Serviços fiduciários 
109059000;Serviços auxiliares aos serviços financeiros não classificados em subposições anteriores 
10906;Serviços auxiliares a seguros, resseguros e previdência complementar
109061;Serviços de corretagem e agenciamento de seguros, resseguros e previdência complementar
109061100;Serviços de agenciamento e corretagem de seguros, resseguros e previdência complementar, exceto de seguros saúde
109061200;Serviços de corretagem de seguros saúde 
109062000;Serviços de perícia e avaliação de seguros e resseguros
109063000;Serviços atuariais 
109064000;Serviços de gestão de fundos de previdência complementar
109069000;Serviços auxiliares a seguros, resseguros e previdência complementar não classificados em subposições anteriores
109070000;Serviços de seguro de recebíveis
109080000;Fomento comercial (factoring)
10909;Serviços de holding de ativos financeiros
109091000;Serviços de holding de patrimônio de empresas subsidiárias
109092000;Serviços de holding de valores mobiliários e outros ativos financeiros e de fundos e entidades financeiras similares
10910;Serviços de planos privados de assistência à saúde e serviços relacionados
109101000;Serviços de planos privados de assistência à saúde
109102000;Serviços de corretagem de planos privados de assistência à saúde
109109000;Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores
109110000;Serviços financeiros e serviços relacionados não classificados em posições anteriores
110;Serviços imobiliários
11001;Serviços imobiliários sob comissão ou contrato
110011;Serviços de administração e locação de imóveis
110011100;Serviços de administração e locação de imóveis residenciais
1100112;Serviços de administração e locação de imóveis não residenciais
110011210;Serviços de administração e locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza
110011290;Serviços de administração e locação de outros imóveis não residenciais
110012;Serviços de intermediação na compra e venda de imóveis
110012100;Serviços de intermediação na compra e venda de imóveis residenciais
110012200;Serviços de intermediação na compra e venda de imóveis não residenciais
110013000;Serviços de avaliação de imóveis
110014000;Serviços de consultoria imobiliária
110015000;Serviços de assessoria de gestão condominial 
110019000;Serviços imobiliários não classificados em subposições anteriores
11002;Locação de imóveis 
110021000;Locação de imóveis residenciais
110022000;Locação de imóveis não residenciais
111;Arrendamento mercantil operacional, propriedade intelectual, franquias e outros direitos
11101;Arrendamento mercantil operacional ou locação de máquinas e equipamentos, sem operador 
111011;Arrendamento mercantil operacional ou locação de equipamentos de transporte, sem operador
111011100;Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de até oito passageiros, sem operador 
111011200;Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de cargas, sem operador 
111011300;Arrendamento mercantil operacional ou locação de veículos e equipamentos de transporte ferroviário, sem operador 
111011400;Arrendamento mercantil operacional ou locação de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto, sem operador 
111011500;Arrendamento mercantil operacional ou locação de navios e outras embarcações, sem tripulação 
111011600;Arrendamento mercantil operacional ou locação de aeronaves, sem tripulação 
111011700;Arrendamento mercantil operacional ou locação de contêineres 
111012000;Arrendamento mercantil operacional ou locação de máquinas e equipamentos agrícolas, sem operador 
111013000;Arrendamento mercantil operacional ou locação de máquinas e equipamentos de construção, sem operador 
111014000;Arrendamento mercantil operacional ou locação de máquinas e equipamentos para escritórios, exceto computadores, sem operador 
111015000;Arrendamento mercantil operacional ou locação de computadores, sem operador
111016000;Arrendamento mercantil operacional ou locação de equipamentos de telecomunicação, sem operador 
111019000;Arrendamento mercantil operacional ou locação de máquinas e equipamentos, sem operador, não classificado em subposições anteriores
11102;Arrendamento mercantil operacional ou locação de outras mercadorias 
111021000;Arrendamento mercantil operacional ou locação de televisão e outros eletroeletrônicos, bem como seus acessórios 
111022000;Arrendamento mercantil operacional ou locação de mídias gravadas 
111023000;Arrendamento mercantil operacional ou locação de móveis e eletrodomésticos
111024000;Arrendamento mercantil operacional ou locação de equipamentos para diversão e lazer 
111025000;Arrendamento mercantil operacional ou locação de artigos de cama, mesa e banho
111026000;Arrendamento mercantil operacional ou locação de roupas e calçados 
111029000;Arrendamento mercantil operacional ou locação de outras mercadorias não classificado em subposições anteriores
11103;Licenciamento de direitos de autor e de direitos conexos
111031000;Licenciamento de direitos de obras literárias
111032;Licenciamento de direitos sobre programas de computador (software) e bancos de dados
111032100;Licenciamento de direitos de produção, distribuição ou comercialização de programas de computador (software)
111032200;Licenciamento de direitos de uso de programas de computador (software)
111032300;Licenciamento de direitos sobre bancos de dados
111032900;Licenciamento de direitos sobre programas de computador (software) e bancos de dados não classificado em subposições anteriores
111033;Licenciamento de direitos de obras audiovisuais
111033100;Licenciamento de direitos de autor de obras cinematográficas
111033200;Licenciamento de direitos de autor de obras jornalísticas
111033300;Licenciamento de direitos de autor de obras publicitárias
111033400;Licenciamento de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais
111033500;Licenciamento de direitos conexos de produtores de obras audiovisuais
1110336;Licenciamento de direitos de obras audiovisuais destinadas à televisão 
111033610;Licenciamento de direitos de obras audiovisuais sobre transmissões de eventos esportivos
111033620;Licenciamento de direitos de obras audiovisuais sobre transmissões de programas televisivos
111033690;Licenciamento de direitos de obras audiovisuais sobre outras transmissões televisivas
111033900;Licenciamento de direitos de obras audiovisuais não classificado em subposições anteriores
111034;Licenciamento de direitos de obras musicais e fonogramas
111034100;Licenciamento de direitos de autor de obras musicais ou literomusicais
111034200;Licenciamento de direitos conexos de artistas intérpretes ou executantes
111034300;Licenciamento de direitos conexos de produtores de fonogramas
111035000;Licenciamento de direitos relacionados à radiodifusão
111039000;Licenciamento de direitos de autor e de direitos conexos não classificado em subposições anteriores 
11104;Licenciamento de direitos sobre a propriedade industrial
111041000;Licenciamento de direitos sobre patentes
111042000;Licenciamento de direitos sobre marcas 
111043000;Licenciamento de direitos sobre desenho industrial
111049000;Licenciamento de direitos sobre a propriedade industrial não classificado em subposições anteriores
11105;Licenciamento de outros direitos 
111051000;Licenciamento de direitos sobre cultivares
111052000;Licenciamento de direitos sobre topografias de circuitos integrados
111053000;Licenciamento de direitos relativos à informação não divulgada
111054;Exploração de recursos naturais
111054100;Exploração de recursos vegetais, inclusive florestais
111054200;Exploração de recursos minerais
111055;Licenciamento de direitos sobre conhecimento tradicional
111055100;Licenciamento de direitos sobre conhecimento tradicional associado a recursos genéticos
111055900;Licenciamento de direitos sobre conhecimento tradicional não classificado em subposições anteriores
111056000;Licenciamento de direitos relativos ao acesso a recursos genéticos, exceto os decorrentes do conhecimento tradicional
111057000;Licenciamento de direitos sobre informações relativas à experiência adquirida no setor industrial, comercial ou científico (know-how)
111059000;Licenciamento de outros direitos não classificado em subposições anteriores
11106;Cessão temporária de direitos de autor e de direitos conexos
111061000;Cessão temporária de direitos de obras literárias
111062000;Cessão temporária de direitos sobre programas de computador (software)
111063;Cessão temporária de direitos sobre obras audiovisuais
111063100;Cessão temporária de direitos de autor de obras cinematográficas
111063200;Cessão temporária de direitos de autor de obras jornalísticas
111063300;Cessão temporária de direitos de autor de obras publicitárias
111063400;Cessão temporária de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais
111063500;Cessão temporária de direitos conexos de produtores de obras audiovisuais
1110636;Cessão temporária de direitos de obras audiovisuais destinadas à televisão
111063610;Cessão temporária de direitos de obras audiovisuais sobre transmissões de eventos esportivos
111063620;Cessão temporária de direitos de obras audiovisuais sobre transmissões de programas televisivos
111063690;Cessão temporária de direitos de obras audiovisuais sobre outras transmissões televisivas
111063900;Cessão temporária de direitos de obras audiovisuais não classificada em subposições anteriores
111064;Cessão temporária de direitos de obras musicais e fonogramas
111064100;Cessão temporária de direitos de autor de obras musicais e literomusicais
111064200;Cessão temporária de direitos conexos de artistas intérpretes ou executantes
111064300;Cessão temporária de direitos conexos de produtores de fonogramas
111065000;Cessão temporária de direitos relacionados à radiodifusão
111069000;Cessão temporária de direitos de autor e de direitos conexos não classificada em subposições anteriores
11107;Cessão definitiva de direitos de autor e de direitos conexos
111071000;Cessão definitiva de direitos de obras literárias
111072000;Cessão definitiva de direitos sobre programas de computador (software)
111073;Cessão definitiva de direitos de obras audiovisuais
111073100;Cessão definitiva de direitos de obras cinematográficas
111073200;Cessão definitiva de direitos de obras jornalísticas
111073300;Cessão definitiva de direitos de obras publicitárias
111073900;Cessão definitiva de direitos de obras audiovisuais não classificada em subposições anteriores
111074000;Cessão definitiva de direitos de obras musicais e fonogramas
111075000;Cessão definitiva de direitos relacionados à radiodifusão
111079000;Cessão definitiva de direitos de autor e de direitos conexos não classificada em subposições anteriores
11108;Cessão definitiva de direitos sobre a propriedade industrial
111081000;Cessão definitiva de direitos sobre patentes
111082000;Cessão definitiva de direitos sobre marcas
111083000;Cessão definitiva de direitos sobre desenho industrial
111089000;Cessão definitiva de direitos sobre a propriedade industrial não classificada em subposições anteriores
11109;Cessão definitiva de outros direitos
111091000;Cessão definitiva de direitos sobre cultivares
111092000;Cessão definitiva de direitos sobre topografias de circuitos integrados
111093000;Cessão definitiva de direitos relativos à informação não divulgada
111099000;Cessão definitiva de outros direitos não classificada em subposições anteriores
111100000;Franquia
112;Serviços de pesquisa e desenvolvimento
11201;Serviços de pesquisa e desenvolvimento em ciências, engenharia e tecnologia
112011;Serviços de pesquisa e desenvolvimento em ciências 
112011100;Serviços de pesquisa e desenvolvimento em ciências físicas
112011200;Serviços de pesquisa e desenvolvimento em química e biologia
112011900;Serviços de pesquisa e desenvolvimento em ciências não classificadas em subposições anteriores
112012000;Serviços de pesquisa e desenvolvimento em biotecnologia
112013;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia
112013100;Serviços de pesquisa e desenvolvimento em Tecnologia da Informação e Comunicação (TIC)
112013200;Serviços de pesquisa e desenvolvimento em nanotecnologia
112013300;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia nucleares
112013400;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia em micro-ondas de potência
112013900;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia não classificados em subposições anteriores
112014000;Serviços de pesquisa e desenvolvimento em ciências médicas, odontológicas e farmacêuticas
112015000;Serviços de pesquisa e desenvolvimento em ciências agrárias
112019000;Serviços de pesquisa e desenvolvimento em ciências, engenharia e tecnologia não classificados em subposições anteriores
11202;Serviços de pesquisa e desenvolvimento em ciências sociais e humanidades
112021000;Serviços de pesquisa e desenvolvimento em psicologia
112022000;Serviços de pesquisa e desenvolvimento em ciências econômicas
112023000;Serviços de pesquisa e desenvolvimento em direito
112024000;Serviços de pesquisa e desenvolvimento em línguas e literatura
112029000;Serviços de pesquisa e desenvolvimento em ciências sociais e humanidades não classificadas em subposições anteriores
112030000;Serviços de pesquisa e desenvolvimento interdisciplinar
113;Serviços jurídicos e contábeis
11301;Serviços jurídicos
113011000;Serviços de representação e consultoria jurídica criminal
113012000;Serviços de representação e consultoria jurídica em outras áreas do direito, exceto consultoria tributária
113013000;Serviços de documentação e certificação, exceto os serviços notariais e de registro
113014000;Serviços de arbitragem, conciliação e mediação
113019000;Serviços jurídicos não classificados em subposições anteriores
11302;Serviços de auditoria, contabilidade e serviços relacionados
113021;Serviços de auditoria
113021100;Serviços de auditoria contábil
113021900;Serviços de auditoria não classificados em subposições anteriores
113022;Serviços de contabilidade e serviços relacionados
113022100;Serviços de contabilidade
113022200;Serviços de escrituração mercantil
113022300;Serviços de folha de pagamento
11303;Serviços de consultoria tributária
113031000;Serviços de consultoria tributária para pessoas jurídicas
113032000;Serviços de consultoria tributária para pessoas físicas
113040000;Serviços notariais e de registro
114;Serviços profissionais, técnicos e empresariais (exceto pesquisa e desenvolvimento, tecnologia da informação e serviços jurídicos e contábeis)
11401;Serviços de gestão empresarial, consultoria em gestão empresarial e assessoria empresarial
114011;Serviços de consultoria em gestão empresarial
114011100;Serviços de consultoria em gestão estratégica
114011200;Serviços de consultoria em gestão financeira 
114011300;Serviços de consultoria em gestão de recursos humanos
114011400;Serviços de consultoria em gestão de marketing 
114011500;Serviços de consultoria em gestão operacional
114011600;Serviços de consultoria em gestão energética
114011700;Serviços de consultoria em gestão de cadeia logística
114011800;Serviços de consultoria em gestão hospitalar
114011900;Serviços de consultoria em gestão empresarial não classificados em subposições anteriores
114012;Serviços de gestão de negócios
114012100;Serviços de gestão em processos de negócios 
114012200;Serviços de gestão hospitalar
114012900;Serviços de gestão não classificados em subposições anteriores
114013;Serviços de assessoria empresarial
114013100;Serviços de assessoria de imprensa
114013200;Serviços de relações públicas
114013900;Serviços de assessoria empresarial não classificados em subposições anteriores
11402;Serviços de arquitetura, de planejamento urbano e de áreas rurais e de paisagismo 
114021;Serviços de arquitetura
114021100;Serviços de consultoria em arquitetura 
114021200;Serviços de arquitetura para projetos de construções residenciais
114021300;Serviços de arquitetura para projetos de construções não residenciais 
114021400;Serviços de arquitetura para restauração de prédios históricos
114021500;Serviços de arquitetura relativos ao acompanhamento e fiscalização da execução de projetos arquitetônicos e urbanísticos
114022;Serviços de planejamento urbano e de áreas rurais 
114022100;Serviços de planejamento urbano 
114022200;Serviços de planejamento de áreas rurais 
114023;Serviços de paisagismo
114023100;Serviços de consultoria em paisagismo
114023200;Serviços de paisagismo, exceto consultoria
114029000;Serviços de arquitetura, de planejamento urbano e de áreas rurais e de paisagismo não classificados em subposições anteriores
11403;Serviços de engenharia
114031000;Serviços de consultoria em engenharia
114032;Serviços de engenharia para projetos específicos
1140321;Serviços de engenharia para projetos de construção
114032110;Serviços de engenharia para projetos de construção residencial
114032120;Serviços de engenharia para projetos de construção não residencial
1140322;Serviços de engenharia para projetos industriais e de fabricação, exceto para projetos de energia
11403221;Serviços de engenharia para exploração de minerais, petróleo, gás e biocombustíveis 
114032211;Serviços de engenharia para projetos de exploração de minerais
114032212;Serviços de engenharia para projetos de exploração de petróleo e gás
114032213;Serviços de engenharia para projetos de refino de petróleo e petroquímica
114032214;Serviços de engenharia para projetos de unidades de produção de biocombustíveis
11403222;Serviços de engenharia para projetos de veículos
114032221;Serviços de engenharia para projetos de veículos terrestres
114032222;Serviços de engenharia para projetos de embarcações
114032223;Serviços de engenharia para projetos de veículos aéreos e aeroespaciais
114032290;Serviços de engenharia para outros projetos industriais e de fabricação, exceto para projetos de energia
114032300;Serviços de engenharia para projetos de infraestrutura de transportes
114032400;Serviços de engenharia para projetos de energia
114032500;Serviços de engenharia para projetos de telecomunicações, radiodifusão e televisão
114032600;Serviços de engenharia para projetos de gerenciamento de resíduos (perigosos e não perigosos)
114032700;Serviços de engenharia para projetos de distribuição de água e rede de esgoto
114032900;Serviços de engenharia para outros projetos 
114033000;Serviços de gerenciamento de projetos de construção 
114039000;Serviços de engenharia não classificados em subposições anteriores
11404;Serviços científicos e outros serviços técnicos
114041;Serviços geológicos, geofísicos e outros de prospecção
114041100;Serviços de consultoria geológica e geofísica
114041200;Serviços geofísicos
114041300;Serviços geoquímicos
114041400;Serviços de informações para avaliação e exploração de recursos naturais
114041900;Serviços geológicos, geofísicos e outros de prospecção não classificados em subposições anteriores
114042;Serviços topográficos e cartográficos 
114042100;Serviços topográficos 
114042200;Serviços cartográficos 
114043000;Serviços meteorológicos e de previsão do tempo
114044;Serviços de análise e exames técnicos
114044100;Serviços de análise e de exames técnicos sobre pureza e composição
114044200;Serviços de análise e de exames técnicos de propriedades físicas
114044300;Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos
114044400;Serviços de inspeção técnica de veículos de transporte rodoviário
114044900;Serviços de análise e de exames técnicos não classificados em subposições anteriores
11405;Serviços veterinários
114051;Serviços veterinários para animais domésticos 
114051100;Serviços hospitalares, com ou sem internação, para animais domésticos
114051200;Serviços de atendimento, assistência ou tratamento para animais domésticos
114052;Serviços veterinários para animais de corte
114052100;Serviços hospitalares, com ou sem internação, para animais de corte
114052200;Serviços de atendimento, assistência ou tratamento para animais de corte
114053000;Serviços funerários, de cremação e de embalsamamento de animais
114054000;Serviços de bancos de órgãos, sangue, sêmen, tecidos, óvulos e outros materiais biológicos
114055000;Planos de atendimento e assistência médico-veterinária
